演员,关系,戏院
裘桂仙,演出于,吉祥园双庆社
裘桂仙,演出于,吉祥园
裘桂仙,演出于,吉祥茶园
裘桂仙,演出于,消闲友会
余叔岩,演出于,开明戏院
余叔岩,演出于,消闲友会
沈三玉,演出于,开明戏院
沈三玉,演出于,民乐茶园
沈三玉,演出于,哈尔飞戏院
俞振庭,演出于,开明戏院
俞振庭,演出于,文明茶园
俞振庭,演出于,吉祥园
俞振庭,演出于,吉祥园双庆社
俞振庭,演出于,消闲友会
王菊芳,演出于,开明戏院
王菊芳,演出于,第一舞台
安乐亭,演出于,开明戏院
安乐亭,演出于,同乐茶园
第一怪,演出于,开明戏院
第一怪,演出于,吉祥舞台
孟洪寿,演出于,开明戏院
鲍顺义,演出于,开明戏院
俞赞庭,演出于,开明戏院
俞赞庭,演出于,吉祥园双庆社
俞赞庭,演出于,吉祥园
朱素云,演出于,开明戏院
朱素云,演出于,消闲友会
衆学生,演出于,文明茶园
韵秀,演出于,文明茶园
国兴,演出于,文明茶园
小益芳,演出于,文明茶园
小益芳,演出于,消闲友会
小梅,演出于,文明茶园
孙六,演出于,文明茶园
赵仙放,演出于,文明茶园
陆六,演出于,文明茶园
福■,演出于,文明茶园
五奎,演出于,文明茶园
学生,演出于,文明茶园
学生,演出于,庆升茶园
学生,演出于,春仙茶园
学生,演出于,消闲友会
永庆,演出于,文明茶园
永虎,演出于,文明茶园
永龙,演出于,文明茶园
永顯,演出于,文明茶园
永增,演出于,文明茶园
永祯,演出于,文明茶园
玉林,演出于,文明茶园
玉福,演出于,文明茶园
小朱四,演出于,文明茶园
佩芝,演出于,文明茶园
佩玉,演出于,文明茶园
陈彩林,演出于,文明茶园
吴松泉,演出于,文明茶园
韦处,演出于,文明茶园
瑞四,演出于,文明茶园
陈鸣奎,演出于,文明茶园
杨小朶,演出于,文明茶园
徐立堂,演出于,文明茶园
梅荣齊,演出于,文明茶园
曹桂红,演出于,文明茶园
曹桂荣,演出于,文明茶园
刘桂英,演出于,文明茶园
金宝林,演出于,文明茶园
邓俊峰,演出于,文明茶园
翟桂云,演出于,文明茶园
翟桂云,演出于,燕喜堂
金桂林,演出于,文明茶园
于子霞,演出于,文明茶园
小云楼,演出于,文明茶园
小云楼,演出于,第一舞台
孙一清,演出于,文明茶园
王顺兰,演出于,文明茶园
王顺兰,演出于,庆升茶园
杨文奎,演出于,文明茶园
于霞卿,演出于,文明茶园
于霞卿,演出于,德泉戏园
于霞卿,演出于,燕喜茶园
王顺红,演出于,文明茶园
王翠红,演出于,文明茶园
王翠红,演出于,德泉戏园
王翠凤,演出于,文明茶园
王翠凤,演出于,德泉戏园
王翠凤,演出于,燕喜堂
小爱云,演出于,文明茶园
小爱云,演出于,燕喜茶园
小红贵,演出于,文明茶园
小红贵,演出于,燕喜茶园
田宝峰,演出于,文明茶园
赵达■,演出于,文明茶园
冯春和,演出于,文明茶园
冯春和,演出于,吉祥园
冯春和,演出于,吉祥园双庆社
冯春和,演出于,第一舞台
张秋霞,演出于,文明茶园
徐春明,演出于,文明茶园
徐春明,演出于,吉祥园
小月樵,演出于,文明茶园
时玉奎,演出于,文明茶园
时玉奎,演出于,吉祥园
时玉奎,演出于,新明剧场
韩雨田,演出于,文明茶园
韩雨田,演出于,春仙茶园
韩雨田,演出于,景泰茶园
汪金林,演出于,文明茶园
汪金林,演出于,吉祥园
汪金林,演出于,吉祥园双庆社
汪金林,演出于,第一舞台
汪金林,演出于,景泰茶园
朱德山,演出于,文明茶园
赵之香,演出于,文明茶园
赵之香,演出于,景泰茶园
吴犀蝉,演出于,文明茶园
樊和真,演出于,文明茶园
黄润甫,演出于,文明茶园
黄润甫,演出于,庆升茶园
李鑫甫,演出于,文明茶园
李鑫甫,演出于,吉祥园
马宝芬,演出于,文明茶园
李菊笙,演出于,文明茶园
高永峰,演出于,文明茶园
朱湘泉,演出于,文明茶园
朱湘泉,演出于,吉祥园
朱湘泉,演出于,同乐茶园
朱湘泉,演出于,庆乐园
朱湘泉,演出于,庆乐茶园
钱俊仙,演出于,文明茶园
钱俊仙,演出于,春仙茶园
王瑶卿,演出于,文明茶园
王丽■,演出于,文明茶园
范永泰,演出于,文明茶园
唐长立,演出于,文明茶园
吴稚禅,演出于,文明茶园
张德山,演出于,文明茶园
小荣升,演出于,文明茶园
庞立云,演出于,文明茶园
彭福陵,演出于,文明茶园
朱德芬,演出于,文明茶园
朱德芬,演出于,吉祥园
朱德芬,演出于,吉祥园双庆社
朱德芬,演出于,同乐茶园
朱德芬,演出于,燕喜茶园
芦清元,演出于,文明茶园
芦清元,演出于,春仙茶园
五阵风,演出于,文明茶园
五阵风,演出于,吉祥园
穆喜忠,演出于,文明茶园
姚宝森,演出于,文明茶园
姚宝森,演出于,吉祥园
董凤岩,演出于,文明茶园
董凤岩,演出于,吉祥园
董凤岩,演出于,庆升茶园
盖奎官,演出于,文明茶园
盖奎官,演出于,吉祥园双庆社
俞玉亭,演出于,文明茶园
姜玉佩,演出于,文明茶园
姜玉佩,演出于,庆乐茶园
高田金,演出于,文明茶园
冯慧林,演出于,文明茶园
迟子俊,演出于,文明茶园
迟子俊,演出于,吉祥园
迟子俊,演出于,吉祥园双庆社
孙小华,演出于,文明茶园
孙小华,演出于,吉祥园
孙小华,演出于,同乐园松庆社
时慧宝,演出于,文明茶园
时慧宝,演出于,吉祥园
时慧宝,演出于,哈尔飞戏院
时慧宝,演出于,新明剧场
李寿峰,演出于,文明茶园
李寿峰,演出于,吉祥园
李寿峰,演出于,吉祥园双庆社
迟景昆,演出于,文明茶园
迟景昆,演出于,吉祥园
迟景昆,演出于,吉祥园双庆社
李春义,演出于,文明茶园
李春义,演出于,吉祥园
李春义,演出于,庆乐戏院
李春义,演出于,哈尔飞戏院
董志斌,演出于,文明茶园
盖月樵,演出于,文明茶园
盖月樵,演出于,庆升茶园
杨永春,演出于,文明茶园
董少岩,演出于,文明茶园
小白■,演出于,文明茶园
吴和吉,演出于,文明茶园
吴和吉,演出于,吉祥园
王瑞福,演出于,文明茶园
李少山,演出于,文明茶园
李少山,演出于,吉祥园
沈长林,演出于,文明茶园
唐芝方,演出于,文明茶园
陈德霖,演出于,文明茶园
陈德霖,演出于,新明剧场
陈德霖,演出于,消闲友会
孙菊仙,演出于,文明茶园
高峰瑞,演出于,文明茶园
高峰瑞,演出于,吉祥园
俞赞亭,演出于,文明茶园
朱得芬,演出于,文明茶园
朱得芬,演出于,吉祥园
朱得芬,演出于,吉祥园双庆社
刘永春,演出于,文明茶园
连红霞,演出于,文明茶园
连红霞,演出于,吉祥园
何少奎,演出于,文明茶园
■兆奎,演出于,文明茶园
吴西禅,演出于,文明茶园
吴西禅,演出于,吉祥园
吴西禅,演出于,吉祥茶园
吴西禅,演出于,吉祥园双庆社
张得山,演出于,文明茶园
吴穉禅,演出于,文明茶园
王永昌,演出于,长安大戏院
韩金福,演出于,长安大戏院
韩金福,演出于,吉祥大戏院
刘宗扬,演出于,长安大戏院
刘宗扬,演出于,吉祥大戏院
王叔奎,演出于,长安大戏院
王叔奎,演出于,吉祥大戏院
王叔奎,演出于,哈尔飞戏院
刘玉泰,演出于,长安大戏院
刘玉泰,演出于,哈尔飞戏院
杨小楼,演出于,长安大戏院
杨小楼,演出于,吉祥大戏院
杨小楼,演出于,吉祥茶园
杨小楼,演出于,庆升茶园
杨小楼,演出于,哈尔飞戏院
杨小楼,演出于,春仙茶园
杨小楼,演出于,第一舞台
杨小楼,演出于,消闲友会
刘砚亭,演出于,长安大戏院
刘砚亭,演出于,吉祥园
刘砚亭,演出于,吉祥大戏院
刘砚亭,演出于,吉祥园双庆社
刘砚亭,演出于,同乐园松庆社
刘砚亭,演出于,庆乐戏院
刘砚亭,演出于,第一舞台
刘砚亭,演出于,消闲友会
侯海林,演出于,长安大戏院
侯海林,演出于,吉祥大戏院
侯海林,演出于,第一舞台
庆元,演出于,东庆茶园
福寿,演出于,东庆茶园
益祥,演出于,东庆茶园
庆云,演出于,东庆茶园
李顺,演出于,东庆茶园
荣秀,演出于,东庆茶园
益永,演出于,东庆茶园
益长,演出于,东庆茶园
荣寿,演出于,东庆茶园
双春,演出于,东庆茶园
子福,演出于,东庆茶园
鹤鸣,演出于,东庆茶园
荣喜,演出于,东庆茶园
庆合,演出于,东庆茶园
荣会,演出于,东庆茶园
益友,演出于,东庆茶园
荣来,演出于,东庆茶园
荣庆,演出于,东庆茶园
子云,演出于,东庆茶园
杜云卿,演出于,乐舞台
张风仙,演出于,乐舞台
杜云仙,演出于,乐舞台
杜云仙,演出于,庆乐园
李翠红,演出于,乐舞台
王蕊■,演出于,乐舞台
高金红,演出于,乐舞台
高金红,演出于,吉祥茶园
高金红,演出于,第一舞台
韩金喜,演出于,乐舞台
韩金喜,演出于,庆乐园
韩金喜,演出于,燕喜堂
宋正喜,演出于,乐舞台
宋正喜,演出于,魁华舞台
宋正喜,演出于,堂会义务戏戏单
马金翠,演出于,乐舞台
黑金翠,演出于,乐舞台
黑金翠,演出于,燕舞台
黑金翠,演出于,堂会义务戏戏单
张金仙,演出于,乐舞台
小玉奎,演出于,乐舞台
小玉奎,演出于,庆乐园
小吉瑞,演出于,乐舞台
小砚云,演出于,乐舞台
雷风楼,演出于,乐舞台
小宝华,演出于,乐舞台
刘金铃,演出于,乐舞台
刘金娥,演出于,乐舞台
小月华,演出于,乐舞台
金秀英,演出于,乐舞台
邹月樵,演出于,乐舞台
金桂福,演出于,乐舞台
张翠红,演出于,乐舞台
■素云,演出于,乐舞台
于喜云,演出于,乐舞台
金宝红,演出于,乐舞台
金宝红,演出于,魁华舞台
桂灵芝,演出于,乐舞台
金灵芝,演出于,乐舞台
金灵芝,演出于,吉祥舞台
何翠喜,演出于,乐舞台
何翠喜,演出于,堂会义务戏戏单
徐俊卿,演出于,乐舞台
邹凤喜,演出于,乐舞台
高凤茹,演出于,乐舞台
高凤茹,演出于,魁华舞台
邹风喜,演出于,乐舞台
高风茹,演出于,乐舞台
张金翠,演出于,乐舞台
筱玉奎,演出于,乐舞台
筱吉瑞,演出于,乐舞台
筱砚云,演出于,乐舞台
张小培,演出于,乐舞台
王素云,演出于,乐舞台
王子茹,演出于,乐舞台
杜凤来,演出于,乐舞台
茹月卿,演出于,乐舞台
王云仙,演出于,乐舞台
关月仙,演出于,乐舞台
关月仙,演出于,燕舞台
高凤奎,演出于,乐舞台
高凤奎,演出于,魁华舞台
董翠香,演出于,乐舞台
曾会舫,演出于,乐舞台
王菊芬,演出于,乐舞台
金翠芬,演出于,乐舞台
金翠芬,演出于,景泰茶园
金翠芬,演出于,魁华舞台
石玉仙,演出于,乐舞台
董兰香,演出于,乐舞台
王桂兰,演出于,乐舞台
于笑如,演出于,乐舞台
韩翠喜,演出于,乐舞台
韩翠喜,演出于,魁华舞台
韩翠喜,演出于,堂会义务戏戏单
王淑红,演出于,乐舞台
王淑卿,演出于,乐舞台
金砚铃,演出于,乐舞台
刘秀卿,演出于,乐舞台
刘秀卿,演出于,魁华舞台
■桂芬,演出于,乐舞台
王兰芬,演出于,乐舞台
林艳秋,演出于,乐舞台
筱甫云,演出于,乐舞台
张彩芬,演出于,乐舞台
张彩芬,演出于,燕舞台
张洪奎,演出于,乐舞台
张洪奎,演出于,燕舞台
珍珠鑚,演出于,乐舞台
珍珠鑚,演出于,燕舞台
月明珠,演出于,乐舞台
金宝铃,演出于,乐舞台
金宝铃,演出于,庆乐园
张凤林,演出于,乐舞台
任风兰,演出于,乐舞台
筱兰芬,演出于,乐舞台
筱兰芬,演出于,庆乐戏园
王荣卿,演出于,乐舞台
郭月仙,演出于,乐舞台
苏彩凤,演出于,乐舞台
苏彩凤,演出于,燕舞台
高凤如,演出于,乐舞台
刘兰之,演出于,乐舞台
李金■,演出于,乐舞台
金玉凤,演出于,乐舞台
张凤仙,演出于,乐舞台
小仙宝,演出于,乐舞台
■凤来,演出于,乐舞台
小俊忠,演出于,乐舞台
小俊福,演出于,乐舞台
小俊禄,演出于,乐舞台
小俊平,演出于,乐舞台
小俊风,演出于,乐舞台
小俊华,演出于,乐舞台
明月兰,演出于,乐舞台
金小英,演出于,乐舞台
金小英,演出于,燕舞台
金小英,演出于,堂会义务戏戏单
金俊兰,演出于,乐舞台
李翠卿,演出于,乐舞台
李翠卿,演出于,第一舞台
刘六珍,演出于,乐舞台
刘风云,演出于,乐舞台
玉灵芝,演出于,乐舞台
玉灵芝,演出于,魁华舞台
孙云卿,演出于,乐舞台
小风仙,演出于,乐舞台
李桂红,演出于,乐舞台
金桂■,演出于,乐舞台
张桂红,演出于,乐舞台
张桂红,演出于,燕舞台
高凤仙,演出于,乐舞台
金俊铃,演出于,乐舞台
韩翠凤,演出于,乐舞台
金云升,演出于,乐舞台
小俊卿,演出于,乐舞台
小俊卿,演出于,魁华舞台
小永茂,演出于,民乐茶园
谭金昇,演出于,民乐茶园
七岁红,演出于,民乐茶园
七岁红,演出于,吉祥茶园
七岁红,演出于,同益茶园
六岁旦,演出于,民乐茶园
筱连升,演出于,民乐茶园
一阵风,演出于,民乐茶园
一阵风,演出于,西安园
一阵风,演出于,春仙茶园
于三五,演出于,民乐茶园
孙庆仙,演出于,民乐茶园
孙庆仙,演出于,春仙茶园
于三武,演出于,民乐茶园
陈三禄,演出于,民乐茶园
赵凤鸣,演出于,民乐茶园
王三青,演出于,民乐茶园
高寿山,演出于,民乐茶园
玻璃丑,演出于,民乐茶园
六月仙,演出于,吉祥茶园
六月仙,演出于,吉祥园
六月仙,演出于,燕喜茶园
小德清,演出于,吉祥茶园
小德春,演出于,吉祥茶园
小德春,演出于,吉祥园
小德春,演出于,吉祥舞台
小德春,演出于,燕喜茶园
小春亭,演出于,吉祥茶园
小和盛,演出于,吉祥茶园
小千红,演出于,吉祥茶园
小千红,演出于,吉祥园
小千红,演出于,歌舞台
小千红,演出于,燕喜茶园
小牡丹,演出于,吉祥茶园
小牡丹,演出于,吉祥园
小牡丹,演出于,春仙茶园
刘静轩,演出于,吉祥茶园
刘静轩,演出于,吉祥园
刘静轩,演出于,庆升茶园
杨华廷,演出于,吉祥茶园
杨华廷,演出于,吉祥园
小长胜,演出于,吉祥茶园
小长胜,演出于,燕喜茶园
朱如云,演出于,吉祥茶园
朱如云,演出于,春仙茶园
锡润山,演出于,吉祥茶园
锡润山,演出于,吉祥园
锡润山,演出于,春仙茶园
紫金仙,演出于,吉祥茶园
紫金仙,演出于,春仙茶园
玉娃子,演出于,吉祥茶园
小春芳,演出于,吉祥茶园
小春芳,演出于,吉祥园
张秀峰,演出于,吉祥茶园
刘小黑,演出于,吉祥茶园
刘小黑,演出于,吉祥园
小祁五,演出于,吉祥茶园
小祁五,演出于,燕喜茶园
小金豆,演出于,吉祥茶园
小金处,演出于,吉祥茶园
四阵风,演出于,吉祥茶园
四阵风,演出于,吉祥园
周和茂,演出于,吉祥茶园
王和财,演出于,吉祥茶园
王和财,演出于,吉祥园
张和意,演出于,吉祥茶园
张和意,演出于,吉祥园
小黑灯,演出于,吉祥茶园
小黑灯,演出于,春仙茶园
小黑灯,演出于,燕喜茶园
小月山,演出于,吉祥茶园
草上飞,演出于,吉祥茶园
草上飞,演出于,吉祥园
草上飞,演出于,西安园
草上飞,演出于,春仙茶园
小春廷,演出于,吉祥茶园
小春廷,演出于,吉祥园
小双屏,演出于,吉祥茶园
小双屏,演出于,吉祥园
小双屏,演出于,魁华舞台
小双屏,演出于,燕喜茶园
刘宝奎,演出于,吉祥茶园
小德宝,演出于,吉祥茶园
小长顺,演出于,吉祥茶园
小长顺,演出于,春仙茶园
