演员,关系,戏院
王泊生,演出于,吉祥戏院
卧云居士,演出于,吉祥戏院
卧云居士,演出于,消闲友会
张荣庭,演出于,吉祥戏院
赵之湘,演出于,吉祥戏院
刘书田,演出于,吉祥园
王长青,演出于,吉祥园
田振奎,演出于,吉祥园
厐和山,演出于,吉祥园
穆永同,演出于,吉祥园
安采亭,演出于,吉祥茶园
荣少山,演出于,吉祥茶园
张采林,演出于,吉祥茶园
庚芝芳,演出于,吉祥茶园
朱湘全,演出于,吉祥茶园
黄润卿,演出于,吉祥茶园
黄润卿,演出于,第一舞台
郭仲衡,演出于,吉祥茶园
郭仲衡,演出于,同乐茶园
钱金福,演出于,吉祥茶园
钱金福,演出于,庆升茶园
钱金福,演出于,第一舞台
钱金福,演出于,消闲友会
刘砚芳,演出于,吉祥茶园
刘砚芳,演出于,同乐园松庆社
刘砚芳,演出于,哈尔飞戏院
刘砚芳,演出于,第一舞台
鐘喜久,演出于,吉祥茶园
钱俊涛,演出于,吉祥园斌广社
筱桂芬,演出于,吉祥园斌广社
马笑云,演出于,吉祥园斌广社
六只旦,演出于,吉祥园斌广社
徐碧云,演出于,吉祥园斌广社
徐碧云,演出于,新明剧场
小小楼,演出于,吉祥园斌广社
王斌名,演出于,吉祥园斌广社
王斌名,演出于,吉祥园双庆社
袁凤奎,演出于,吉祥茶园
安玉峰,演出于,吉祥茶园
金月芬,演出于,吉祥茶园
于子林,演出于,吉祥茶园
陈俊涛,演出于,吉祥茶园
陈俊涛,演出于,第一舞台
李全奎,演出于,吉祥茶园
苏彩霞,演出于,吉祥茶园
苏彩霞,演出于,福寿堂
苏彩霞,演出于,燕喜堂
金桂铃,演出于,吉祥茶园
金桂铃,演出于,燕喜堂
李翠花,演出于,吉祥茶园
王琴侬,演出于,吉祥园双庆社
冯合林,演出于,吉祥园双庆社
徐斌喜,演出于,吉祥园双庆社
俞斌玉,演出于,吉祥园双庆社
沈斌如,演出于,吉祥园双庆社
赵斌兰,演出于,吉祥园双庆社
李得明,演出于,吉祥园双庆社
马斌龙,演出于,吉祥园双庆社
殷斌奎,演出于,吉祥园双庆社
刘风林,演出于,吉祥园双庆社
刘风林,演出于,同乐园松庆社
田喜春,演出于,吉祥园双庆社
洪如,演出于,吉祥园双庆社
吴彩玉,演出于,吉祥园双庆社
徐喜明,演出于,吉祥园双庆社
范瑞全,演出于,吉祥园双庆社
裘桂先,演出于,吉祥园双庆社
范月亭,演出于,吉祥园双庆社
张寅奎,演出于,吉祥大戏院
魏吟谱,演出于,吉祥大戏院
张富华,演出于,吉祥大戏院
张雪雯,演出于,吉祥大戏院
郝文尉,演出于,吉祥大戏院
盖兰舟,演出于,吉祥舞台
胡卢红,演出于,吉祥舞台
李艳云,演出于,吉祥舞台
筱菊仙,演出于,吉祥舞台
裴德明,演出于,吉祥舞台
谢云卿,演出于,吉祥舞台
谢云卿,演出于,燕舞台
张文治,演出于,吉祥舞台
张文治,演出于,哈尔飞戏院
张文治,演出于,燕舞台
张连松,演出于,吉祥舞台
王玉禄,演出于,吉祥舞台
杨忠和,演出于,吉祥舞台
小凤凰,演出于,吉祥舞台
小凤凰,演出于,魁华舞台
王佩卿,演出于,吉祥舞台
王佩卿,演出于,燕舞台
盖月珊,演出于,吉祥舞台
张玉奎,演出于,吉祥舞台
张玉奎,演出于,歌舞台
张玉海,演出于,吉祥舞台
童子红,演出于,吉祥舞台
童子红,演出于,燕舞台
刘意增,演出于,吉祥舞台
谭永福,演出于,吉祥舞台
唐玉美,演出于,吉祥舞台
程永龙,演出于,吉祥舞台
程永龙,演出于,燕舞台
梁孟楼,演出于,吉祥舞台
梁孟楼,演出于,燕舞台
袁德光,演出于,吉祥舞台
袁德光,演出于,歌舞台
陈长太,演出于,吉祥舞台
陈长太,演出于,歌舞台
姜士续,演出于,吉祥舞台
曹名九,演出于,吉祥舞台
曹名九,演出于,歌舞台
董笑如,演出于,吉祥舞台
张玉如,演出于,吉祥舞台
袁魁明,演出于,吉祥舞台
王永利,演出于,吉祥舞台
杨润泉,演出于,吉祥舞台
赵起荣,演出于,吉祥舞台
刘莲相,演出于,吉祥舞台
赵起祥,演出于,吉祥舞台
赵起祥,演出于,歌舞台
李顺荣,演出于,吉祥舞台
王庆寿,演出于,吉祥舞台
王庆寿,演出于,歌舞台
王庆寿,演出于,燕舞台
刘义增,演出于,吉祥舞台
李庆福,演出于,吉祥舞台
李庆福,演出于,歌舞台
晚玉香,演出于,吉祥舞台
邵连荣,演出于,吉祥舞台
姚德宝,演出于,吉祥舞台
高德玉,演出于,吉祥舞台
高德玉,演出于,歌舞台
马小山,演出于,吉祥舞台
刘凤山,演出于,吉祥舞台
蔡连卿,演出于,吉祥舞台
白荣普,演出于,吉祥舞台
王宝才,演出于,吉祥舞台
十里香,演出于,吉祥舞台
胡满堂,演出于,吉祥舞台
胡满堂,演出于,国立清华大学学生会工会
晚香玉,演出于,吉祥舞台
于洪珍,演出于,吉祥舞台
于洪珍,演出于,歌舞台
于洪珍,演出于,燕舞台
魏小峰,演出于,吉祥舞台
刘月楼,演出于,吉祥舞台
田顺奎,演出于,吉祥舞台
田顺奎,演出于,春仙茶园
田顺奎,演出于,燕舞台
尹顺广,演出于,吉祥舞台
尹顺广,演出于,歌舞台
白容普,演出于,吉祥舞台
白容甫,演出于,吉祥舞台
蔡莲卿,演出于,吉祥舞台
千盏灯,演出于,吉祥舞台
郭云朋,演出于,吉祥舞台
赵玉奎,演出于,吉祥舞台
小德珍,演出于,吉祥舞台
刘成友,演出于,吉祥舞台
陈来喜,演出于,吉祥舞台
陈春喜,演出于,吉祥舞台
景元珍,演出于,吉祥舞台
葫芦红,演出于,吉祥舞台
刘莲湘,演出于,吉祥舞台
裴月山,演出于,吉祥舞台
王铁柱,演出于,吉祥舞台
赵玉魁,演出于,吉祥舞台
保富和,演出于,吉祥舞台
英富汉,演出于,吉祥舞台
英富汉,演出于,歌舞台
石三立,演出于,吉祥舞台
李文成,演出于,吉祥舞台
李桂和,演出于,吉祥舞台
张玉霞,演出于,吉祥舞台
陈桂亭,演出于,吉祥舞台
黄凤山,演出于,吉祥舞台
黄凤山,演出于,歌舞台
小凌仙,演出于,吉祥舞台
司兰堂,演出于,吉祥舞台
朱大头,演出于,吉祥舞台
盖兰洲,演出于,吉祥舞台
盖兰洲,演出于,歌舞台
庞少云,演出于,吉祥舞台
张福禄,演出于,吉祥舞台
宋益俊,演出于,吉祥舞台
宋益俊,演出于,歌舞台
王益春,演出于,吉祥舞台
王益春,演出于,歌舞台
王益春,演出于,国立清华大学学生会工会
杨益平,演出于,吉祥舞台
董兰亭,演出于,吉祥舞台
宋益增,演出于,吉祥舞台
宋益增,演出于,歌舞台
王福庭,演出于,吉祥舞台
王福庭,演出于,消闲友会
孟蕊仙,演出于,吉祥舞台
裴益才,演出于,吉祥舞台
裴益才,演出于,歌舞台
王斌卿,演出于,吉祥舞台
王斌卿,演出于,歌舞台
李兰芬,演出于,吉祥舞台
李兰芬,演出于,第一舞台
李兰芬,演出于,魁华舞台
齐文艳,演出于,吉祥舞台
景玉奎,演出于,吉祥舞台
景玉奎,演出于,春仙茶园
景玉奎,演出于,景泰茶园
庞德云,演出于,吉祥舞台
庞德云,演出于,歌舞台
李玉书,演出于,吉祥舞台
赵玉明,演出于,吉祥舞台
李得海,演出于,吉祥舞台
关堃甫,演出于,吉祥舞台
周益富,演出于,吉祥舞台
范文英,演出于,吉祥舞台
范文英,演出于,歌舞台
白玉福,演出于,吉祥舞台
孙振升,演出于,同乐园松庆社
曹二更,演出于,同乐园松庆社
刘风山,演出于,同乐园松庆社
雷福喜,演出于,同乐园松庆社
程风楼,演出于,同乐园松庆社
侯兰春,演出于,同乐园松庆社
吴连升,演出于,同乐园松庆社
孟小茹,演出于,同乐园松庆社
郭庆兰,演出于,同乐园松庆社
侯德山,演出于,同乐园松庆社
侯德山,演出于,庆升茶园
荣春亮,演出于,同乐茶园
钟锡九,演出于,同乐茶园
丁永立,演出于,同乐茶园
丁永立,演出于,庆乐茶园
丁永立,演出于,消闲友会
王寿亭,演出于,同乐茶园
王利卿,演出于,同乐茶园
杨韻芳,演出于,同乐茶园
李玉亭,演出于,同乐茶园
李玉亭,演出于,庆乐茶园
王春山,演出于,同乐茶园
张奎荣,演出于,同乐茶园
王君荃,演出于,同乐茶园
王君又,演出于,同乐茶园
扬长喜,演出于,同乐茶园
朱小名,演出于,同乐茶园
张连红,演出于,同乐茶园
张印山,演出于,同乐茶园
侯炳玉,演出于,同乐茶园
魏庆林,演出于,同乐茶园
韩子峯,演出于,同乐茶园
杨德山,演出于,同乐茶园
梁玉合,演出于,同乐茶园
高五状,演出于,同乐茶园
张永茂,演出于,同乐茶园
郭凤祥,演出于,同乐茶园
郭凤祥,演出于,同乐园
胡庆合,演出于,同乐茶园
刘禹臣,演出于,同乐茶园
刘禹臣,演出于,西安园
刘禹臣,演出于,春仙茶园
刘禹臣,演出于,景泰茶园
侯柄玉,演出于,同乐茶园
乐玉和,演出于,同乐茶园
齐凤鸣,演出于,同乐茶园
张子茂,演出于,同乐茶园
张书岩,演出于,同乐园
张凤云,演出于,同乐园
王海廷,演出于,同乐园
大宝,演出于,同乐园
潘吉升,演出于,同乐园
王洪祥,演出于,同乐园
刘金顺,演出于,同乐园
侯凤柱,演出于,同乐园
小全英,演出于,同乐园
小义廷,演出于,同乐园
刘振海,演出于,同乐园
才桂芬,演出于,同乐园
白玉霜,演出于,同乐园
刘玉文,演出于,同乐园
小钢钻,演出于,同乐园
张美艳,演出于,同乐园
许兰廷,演出于,同乐园
徐汉卿,演出于,同乐园
徐灵芝,演出于,同乐园
李子明,演出于,同乐园
刘玺廷,演出于,同乐园
刘占一,演出于,同乐园
王玉廷,演出于,同乐园
磨盤红,演出于,同益茶园
金香萃,演出于,同益茶园
百牡丹,演出于,同益茶园
金钟翠,演出于,同益茶园
小违子,演出于,同益茶园
郝起龙,演出于,同益茶园
日月红,演出于,同益茶园
小文奎,演出于,同益茶园
王春来,演出于,同益茶园
小玉顺,演出于,同益茶园
乔月松,演出于,同益茶园
隆振海,演出于,同益茶园
隆振海,演出于,春仙茶园
小宝义,演出于,同益茶园
小宝义,演出于,春仙茶园
高玉秋,演出于,同益茶园
高玉秋,演出于,春仙茶园
陶玉正,演出于,同益茶园
陶玉正,演出于,景泰茶园
小玉润,演出于,同益茶园
贯大元,演出于,同益茶园
贯大元,演出于,消闲友会
奎少方,演出于,同益茶园
董宝云,演出于,同益茶园
韩玉本,演出于,同益茶园
松玉堂,演出于,同益茶园
松玉堂,演出于,景泰茶园
玉彩祥,演出于,同益茶园
王小福,演出于,同益茶园
张宝方,演出于,同益茶园
张宝方,演出于,景泰茶园
小玉连,演出于,同益茶园
小玉连,演出于,春仙茶园
刘小卿,演出于,同益茶园
十三里,演出于,同益茶园
杨玉彩,演出于,同益茶园
喜平,演出于,庆升茶园
徐竹元,演出于,庆升茶园
小永奎,演出于,庆升茶园
小娃娃,演出于,庆升茶园
小金鱼,演出于,庆升茶园
连喜喜,演出于,庆升茶园
连喜寿,演出于,庆升茶园
连喜玉,演出于,庆升茶园
连升,演出于,庆升茶园
连平,演出于,庆升茶园
小十三旦,演出于,庆升茶园
赵喜奎,演出于,庆升茶园
吴连奎,演出于,庆升茶园
小春林,演出于,庆升茶园
小春林,演出于,春仙茶园
刘春喜,演出于,庆升茶园
刘佩云,演出于,庆升茶园
刘佩云,演出于,庆乐园
刘佩云,演出于,庆乐茶园
刘佩云,演出于,春仙茶园
方德恒,演出于,庆升茶园
小富贵,演出于,庆升茶园
方春仙,演出于,庆升茶园
孙振庭,演出于,庆升茶园
韩乐卿,演出于,庆升茶园
张淇林,演出于,庆升茶园
朱文英,演出于,庆升茶园
谭鑫培,演出于,庆升茶园
程卿芬,演出于,庆升茶园
刘金斗,演出于,庆升园
吴永奎,演出于,庆升园
马金禄,演出于,庆升园
吴彩露,演出于,庆升园
张玉同,演出于,庆升园
瑞名山,演出于,庆升园
王金立,演出于,庆升园
紫金红,演出于,庆升园
紫金红,演出于,景泰茶园
奎月廷,演出于,庆升园
于德方,演出于,庆升园
周治臣,演出于,庆升园
赵明玉,演出于,庆升园
金娃娃,演出于,庆升茶园
金娃娃,演出于,春仙茶园
金娃娃,演出于,燕舞台
金月英,演出于,庆升茶园
金月英,演出于,燕喜堂
白灵芝,演出于,庆升茶园
白灵芝,演出于,春仙茶园
白灵芝,演出于,景泰茶园
李桂兰,演出于,庆升茶园
小春翠,演出于,庆升茶园
小春月,演出于,庆升茶园
董桂连,演出于,庆升茶园
董玉连,演出于,庆升茶园
卢华云,演出于,庆升茶园
筱润仙,演出于,庆升茶园
筱润仙,演出于,德泉戏园
筱润仙,演出于,燕喜堂
梁雨楼,演出于,庆升茶园
梁雨楼,演出于,春仙茶园
李大正,演出于,庆乐园
李大正,演出于,庆乐茶园
网三黑,演出于,庆乐园
霍永春,演出于,庆乐茶园
杨连仲,演出于,庆乐茶园
李敬云,演出于,庆乐茶园
茂春,演出于,庆乐茶园
韦久峰,演出于,庆乐茶园
韦久峰,演出于,景泰茶园
周瑞其,演出于,庆乐茶园
时少山,演出于,庆乐茶园
郭韻声,演出于,庆乐园
杨银仙,演出于,庆乐园
杨银仙,演出于,燕舞台
于金宝,演出于,庆乐园
于金宝,演出于,魁华舞台
于金宝,演出于,堂会义务戏戏单
冯玉卿,演出于,庆乐园
冯玉卿,演出于,哈尔飞戏院
金砚芬,演出于,庆乐园
金砚芬,演出于,燕舞台
玉蓉卿,演出于,庆乐园
孙荣彩,演出于,庆乐园
孙荣彩,演出于,燕舞台
孙小丑,演出于,庆乐园
孙小丑,演出于,燕舞台
小宝玉,演出于,庆乐园
小宝玉,演出于,第一舞台
小永利,演出于,庆乐园
小永利,演出于,庆乐戏园
小永利,演出于,庆乐戏院奎德社
小永利,演出于,第一舞台
王桂卿,演出于,庆乐园
王桂卿,演出于,第一舞台
王桂卿,演出于,魁华舞台
孙蓉霞,演出于,庆乐园
金瑞兰,演出于,庆乐园
金瑞兰,演出于,第一舞台
小永立,演出于,庆乐园
小永立,演出于,消闲友会
方振涛,演出于,庆乐园
张红奎,演出于,庆乐园
冯瑞凤,演出于,庆乐园
李舜琴,演出于,庆乐园
张翠仙,演出于,庆乐园
花艳秋,演出于,庆乐园
小洪奎,演出于,庆乐园
小洪奎,演出于,堂会义务戏戏单
白月楼,演出于,庆乐园
白月楼,演出于,燕舞台
陆荣福,演出于,庆乐园
花小楼,演出于,庆乐园
花小楼,演出于,庆乐戏园
花小楼,演出于,庆乐戏院
花小楼,演出于,庆乐戏院奎德社
二银子,演出于,庆乐园
郭荣林,演出于,庆乐园
王小亭,演出于,庆乐园
佟凤亭,演出于,庆乐园
常凤祥,演出于,庆乐园
李秀卿,演出于,庆乐园
李秀卿,演出于,燕舞台
宪小楼,演出于,庆乐园
张少仙,演出于,庆乐园
秦凤云,演出于,庆乐园
高媚兰,演出于,庆乐园
高媚兰,演出于,堂会义务戏戏单
小宝芬,演出于,庆乐园
郝百岁,演出于,庆乐园
小群子,演出于,庆乐园
金玉奎,演出于,庆乐园
金玉奎,演出于,庆乐戏园
金玉奎,演出于,庆乐戏院
金玉奎,演出于,庆乐戏院奎德社
金玉奎,演出于,消闲友会
金玉奎,演出于,堂会义务戏戏单
宪桂英,演出于,庆乐园
高玉仙,演出于,庆乐园
高玉仙,演出于,庆乐戏园
高玉仙,演出于,庆乐戏院
高玉仙,演出于,庆乐戏院奎德社
高瑞芬,演出于,庆乐园
李秀芬,演出于,庆乐园
李秀芬,演出于,庆乐戏园
李秀芬,演出于,庆乐戏院
李秀芬,演出于,堂会义务戏戏单
尹春如,演出于,庆乐园
尹春如,演出于,庆乐戏园
尹春如,演出于,庆乐戏院
尹春如,演出于,庆乐戏院奎德社
马桂卿,演出于,庆乐园
马桂卿,演出于,庆乐戏园
马桂卿,演出于,庆乐戏院
马桂卿,演出于,庆乐戏院奎德社
金秀兰,演出于,庆乐园
小玉宝,演出于,庆乐园
金桂兰,演出于,庆乐园
金桂兰,演出于,燕舞台
李桂云,演出于,庆乐戏园
李桂云,演出于,消闲友会
寗小楼,演出于,庆乐戏园
寗小楼,演出于,庆乐戏院
寗小楼,演出于,庆乐戏院奎德社
姜蕴秋,演出于,庆乐戏园
刘艳竹,演出于,庆乐戏园
陈桂林,演出于,庆乐戏园
陈桂林,演出于,庆乐戏院奎德社
徐艳云,演出于,庆乐戏园
李佩卿,演出于,庆乐戏园
李佩卿,演出于,庆乐戏院
李佩卿,演出于,庆乐戏院奎德社
李佩卿,演出于,景泰茶园
夏少儒,演出于,庆乐戏园
黄桂鸣,演出于,庆乐戏园
胡桂林,演出于,庆乐戏园
李凤卿,演出于,庆乐戏园
李凤卿,演出于,庆乐戏院
李凤卿,演出于,庆乐戏院奎德社
云中雁,演出于,庆乐戏园
云中雁,演出于,庆乐戏院
云中雁,演出于,庆乐戏院奎德社
陈云霞,演出于,庆乐戏园
陈云霞,演出于,庆乐戏院
陈云霞,演出于,庆乐戏院奎德社
王学林,演出于,庆乐戏园
王月楼,演出于,庆乐戏园
张荣禄,演出于,庆乐戏园
张荣禄,演出于,第一舞台
张荣禄,演出于,燕舞台
王俊亭,演出于,庆乐戏园
梁惠芬,演出于,庆乐戏园
梁惠芬,演出于,庆乐戏院奎德社
王俊福,演出于,庆乐戏园
小福来,演出于,庆乐戏园
小福来,演出于,消闲友会
寗素云,演出于,庆乐戏园
寗素云,演出于,庆乐戏院
寗素云,演出于,庆乐戏院奎德社
筱宝芬,演出于,庆乐戏园
王荣林,演出于,庆乐戏园
徐秀兰,演出于,庆乐戏园
徐秀兰,演出于,庆乐戏院
刘桂卿,演出于,庆乐戏园
尹春玉,演出于,庆乐戏园
尹春玉,演出于,庆乐戏院
尹春玉,演出于,庆乐戏院奎德社
田鸿儒,演出于,庆乐戏院
赵继亮,演出于,庆乐戏院
赵继亮,演出于,哈尔飞戏院
苏盛世,演出于,庆乐戏院
苏盛世,演出于,第一舞台
緣牡丹,演出于,庆乐戏院
李永寿,演出于,庆乐戏院
杨敬义,演出于,庆乐戏院
杨敬义,演出于,庆乐戏院奎德社
李和春,演出于,庆乐戏院
李和春,演出于,庆乐戏院奎德社
李菊茹,演出于,庆乐戏院
李菊茹,演出于,庆乐戏院奎德社
王凤奎,演出于,庆乐戏院
王凤奎,演出于,庆乐戏院奎德社
王凤奎,演出于,春仙茶园
王凤奎,演出于,魁华舞台
鲜蕊芳,演出于,庆乐戏院
鲜蕊芳,演出于,庆乐戏院奎德社
陈艳涛,演出于,庆乐戏院
陈艳涛,演出于,庆乐戏院奎德社
鑫小桥,演出于,庆乐戏院
鑫小桥,演出于,庆乐戏院奎德社
张宝分,演出于,庆乐戏院
关凤仙,演出于,庆乐戏院
关凤仙,演出于,庆乐戏院奎德社
云在雁,演出于,庆乐戏院奎德社
张宝芬,演出于,庆乐戏院奎德社
鲜蕊芝,演出于,庆乐戏院奎德社
金二奎,演出于,庆乐戏院奎德社
徐素霞,演出于,庆乐戏院奎德社
罗盛功,演出于,庆乐戏院
新立琴,演出于,庆乐戏院
曹汝明,演出于,庆乐戏院
李庆昌,演出于,庆乐戏院
吴伯康,演出于,庆乐戏院
张仲苏,演出于,庆乐戏院
白洁如,演出于,庆乐戏院
何为,演出于,庆乐戏院
爱琴君,演出于,庆乐戏院
白雪桥,演出于,庆乐戏院
章封之,演出于,庆乐戏院
隆丐侠,演出于,庆乐戏院
田文彬,演出于,庆乐戏院
章毓桓,演出于,庆乐戏院
洪少如,演出于,庆乐戏院
朱守文,演出于,庆乐戏院
乐致明,演出于,庆乐戏院
王霭明,演出于,庆乐戏院
邓祥麟,演出于,庆乐戏院
吴效良,演出于,庆乐戏院
唐友诗,演出于,庆乐戏院
唐友诗,演出于,哈尔飞戏院
李啸峰,演出于,庆乐戏院
林燕谋,演出于,庆乐戏院
王铁侠,演出于,庆乐戏院
冀松泉,演出于,庆乐戏院
钮玉庚,演出于,庆乐戏院
高四亮,演出于,庆乐戏院
章丽华,演出于,庆乐戏院
夏少茹,演出于,庆乐戏院
赵桂琴,演出于,庆乐戏院
关拙厂,演出于,庆乐戏院
王醒,演出于,庆乐戏院
王之,演出于,庆乐戏院
金端甫,演出于,庆乐戏院
恋志明,演出于,庆乐戏院
田文斌,演出于,庆乐戏院
朱宋文,演出于,庆乐戏院
王艳池,演出于,庆乐戏院
张萝周,演出于,庆乐戏院
仲儒林,演出于,庆乐戏院
韩泙珍,演出于,庆乐戏院
桃邑华,演出于,庆乐戏院
李慧云,演出于,庆乐戏院
计全禄,演出于,庆乐戏院
刘静荣,演出于,庆乐戏院
蕴愚生,演出于,庆乐戏院
唐少亭,演出于,庆乐戏院
孙秋芳,演出于,庆乐戏院
任影君,演出于,庆乐戏院
高彬然,演出于,庆乐戏院
王乃东,演出于,庆乐戏院
壮少仙,演出于,庆乐戏院
黄永志,演出于,庆乐戏院
杨宝霖,演出于,庆乐戏院
王鑫奎,演出于,庆乐戏院
小复红,演出于,西安园
小复翠,演出于,西安园
小复寿,演出于,西安园
小廣才,演出于,西安园
小复禄,演出于,西安园
侯范立,演出于,西安园
恩洪茂,演出于,西安园
小金麟,演出于,西安园
小金麟,演出于,燕喜茶园
小洪芳,演出于,西安园
小月奎,演出于,西安园
小月奎,演出于,春仙茶园
于洪棠,演出于,西安园
景洪全,演出于,西安园
小金山,演出于,西安园
小金娄,演出于,西安园
小金仙,演出于,西安园
小金仙,演出于,燕喜堂
奎弟老台,演出于,西安园
双飞雁,演出于,西安园
十岁红,演出于,西安园
徐庆堂,演出于,西安园
栗庆茂,演出于,西安园
栗庆茂,演出于,燕喜茶园
殴庆印,演出于,西安园
小洪才,演出于,西安园
小金林,演出于,西安园
小金林,演出于,春仙茶园
云中飞,演出于,西安园
小瑞芬,演出于,西安园
小瑞芬,演出于,春仙茶园
小瑞芬,演出于,燕舞台
孙庆芬,演出于,西安园
双桂红,演出于,西安园
九岁红,演出于,西安园
九岁红,演出于,春仙茶园
小月来,演出于,西安园
小月来,演出于,燕舞台
小月来,演出于,堂会义务戏戏单
小德胜,演出于,西安园
刘俊峯,演出于,哈尔飞戏院
赵瑶琴,演出于,哈尔飞戏院
孙毓堃,演出于,哈尔飞戏院
杨宝忠,演出于,哈尔飞戏院
伟佩芳,演出于,哈尔飞戏院
李富秋,演出于,哈尔飞戏院
傅国柱,演出于,哈尔飞戏院
金佾舞,演出于,哈尔飞戏院
金凤鑫,演出于,哈尔飞戏院
金剑舞,演出于,哈尔飞戏院
李伯泉,演出于,哈尔飞戏院
金凤舞,演出于,哈尔飞戏院
梁铁芳,演出于,哈尔飞戏院
吴俊衡,演出于,哈尔飞戏院
吴润衡,演出于,哈尔飞戏院
近云舘,演出于,哈尔飞戏院
近云主,演出于,哈尔飞戏院
陈钟鸣,演出于,哈尔飞戏院
张巽英,演出于,哈尔飞戏院
李慧贞,演出于,哈尔飞戏院
齐志美,演出于,哈尔飞戏院
张离英,演出于,哈尔飞戏院
叶荣亭,演出于,哈尔飞戏院
杜玉明,演出于,哈尔飞戏院
齐玉楼,演出于,哈尔飞戏院
翁麟声,演出于,哈尔飞戏院
麒麟童,演出于,哈尔飞戏院
李玉广,演出于,哈尔飞戏院
李玉广,演出于,第一舞台
录平存,演出于,哈尔飞戏院
李松声,演出于,哈尔飞戏院
陈裔孙,演出于,哈尔飞戏院
范钧宏,演出于,哈尔飞戏院
陈葵香,演出于,哈尔飞戏院
陈葵香,演出于,消闲友会
方振铎,演出于,哈尔飞戏院
尚和玉,演出于,哈尔飞戏院
高荣庭,演出于,哈尔飞戏院
曹玺彦,演出于,哈尔飞戏院
高博陵,演出于,哈尔飞戏院
李胜斌,演出于,哈尔飞戏院
刘庆义,演出于,哈尔飞戏院
李胜藻,演出于,哈尔飞戏院
刘胜莲,演出于,哈尔飞戏院
贯盛羽,演出于,哈尔飞戏院
高盛洪,演出于,哈尔飞戏院
顾兰荪,演出于,哈尔飞戏院
杨斌昌,演出于,哈尔飞戏院
盛少武,演出于,哈尔飞戏院
刘庆益,演出于,哈尔飞戏院
霍宝山,演出于,哈尔飞戏院
杨宝森,演出于,哈尔飞戏院
王玉蓉,演出于,哈尔飞戏院
张喜洪,演出于,哈尔飞戏院
张少昆,演出于,哈尔飞戏院
徐受祺,演出于,哈尔飞戏院
辛丽琴,演出于,哈尔飞戏院
留影宸,演出于,哈尔飞戏院
朱桂华,演出于,哈尔飞戏院
赵继光,演出于,哈尔飞戏院
钱少云,演出于,哈尔飞戏院
常富华,演出于,哈尔飞戏院
罗文义,演出于,哈尔飞戏院
萧英翔,演出于,哈尔飞戏院
宁柏林,演出于,哈尔飞戏院
孙庆发,演出于,哈尔飞戏院
章遏云,演出于,哈尔飞戏院
张德俊,演出于,哈尔飞戏院
琴雪芳,演出于,城南游艺场
夏天人,演出于,城南游艺场
全班著名演员四十余人,演出于,城南游艺场
薛青萍,演出于,城南游艺场
金玉如,演出于,城南游艺场
陈秋风,演出于,城南游艺场
李天然,演出于,城南游艺场
胡化魂,演出于,城南游艺场
王呆公,演出于,城南游艺场
田笑笑,演出于,城南游艺场
奼镜明,演出于,城南游艺场
金秋影,演出于,城南游艺场
孙玉梅,演出于,城南游艺场
王慧影,演出于,城南游艺场
赵警钟,演出于,城南游艺场
华剑侠,演出于,城南游艺场
刘一新,演出于,城南游艺场
张秋屏,演出于,城南游艺场
周雄黄,演出于,城南游艺场
章变宜,演出于,城南游艺场
钱剑秋,演出于,城南游艺场
李一粟,演出于,城南游艺场
金痴佛,演出于,城南游艺场
丁楚鹤,演出于,城南游艺场
孙蝶魂,演出于,城南游艺场
陈太瘦,演出于,城南游艺场
蒋镜澄,演出于,城南游艺场
李小松,演出于,城南游艺场
郭广起,演出于,城南游艺场
小胖奎子,演出于,春仙茶园
林云培,演出于,春仙茶园
小峰,演出于,春仙茶园
郑香,演出于,春仙茶园
朱佩芝,演出于,春仙茶园
竹贤,演出于,春仙茶园
小刘七,演出于,春仙茶园
小三道门,演出于,春仙茶园
小黑祥子,演出于,春仙茶园
双飞燕,演出于,春仙茶园
芝芳,演出于,春仙茶园
小连奎,演出于,春仙茶园
灵芝茞,演出于,春仙茶园
小凤元,演出于,春仙茶园
彩林,演出于,春仙茶园
彩林,演出于,消闲友会
宝声,演出于,春仙茶园
小瑞红,演出于,春仙茶园
小兰处,演出于,春仙茶园
小志胜,演出于,春仙茶园
朱茹云,演出于,春仙茶园
余连升,演出于,春仙茶园
六月鲜,演出于,春仙茶园
高俊峰,演出于,春仙茶园
金刚■,演出于,春仙茶园
福贞,演出于,春仙茶园
福化,演出于,春仙茶园
福奎,演出于,春仙茶园
树轩,演出于,春仙茶园
艾云凤,演出于,春仙茶园
张洪林,演出于,春仙茶园
满少奎,演出于,春仙茶园
蒋小峯,演出于,春仙茶园
张宝农,演出于,春仙茶园
小■處,演出于,春仙茶园
满子善,演出于,春仙茶园
马火山,演出于,春仙茶园
方奎官,演出于,春仙茶园
小玉竹,演出于,春仙茶园
小连芬,演出于,春仙茶园
小连芬,演出于,景泰茶园
贯元,演出于,春仙茶园
新到,演出于,春仙茶园
子珍,演出于,春仙茶园
小玉芙,演出于,春仙茶园
长顺,演出于,春仙茶园
小宝珑,演出于,春仙茶园
德逮堂,演出于,春仙茶园
德宝奎,演出于,春仙茶园
张胜圃,演出于,春仙茶园
罗少奎,演出于,春仙茶园
邢雨宁,演出于,春仙茶园
思泽恒,演出于,春仙茶园
德奎,演出于,春仙茶园
宝奎,演出于,春仙茶园
张子元,演出于,春仙茶园
赵大斋,演出于,春仙茶园
薛子貞,演出于,春仙茶园
小山,演出于,春仙茶园
王小安,演出于,春仙茶园
请客串,演出于,春仙茶园
